full_size_dir,unity_resize_dir,width,height,cosine_similarity
D:\vae_test_set\1920x1080\images\12664.jpg,D:\vae_test_set\1920x1080\64x64\12664.jpg,1920,1080,0.9996659273099535
D:\vae_test_set\1920x1080\images\21536.jpg,D:\vae_test_set\1920x1080\64x64\21536.jpg,1920,1080,0.9997704548803213
D:\vae_test_set\1920x1080\images\16325.jpg,D:\vae_test_set\1920x1080\64x64\16325.jpg,1920,1080,0.9997712066155354
D:\vae_test_set\1920x1080\images\22946.jpg,D:\vae_test_set\1920x1080\64x64\22946.jpg,1920,1080,0.9997383793670152
D:\vae_test_set\1920x1080\images\21420.jpg,D:\vae_test_set\1920x1080\64x64\21420.jpg,1920,1080,0.9996940444442209
D:\vae_test_set\1920x1080\images\7849.jpg,D:\vae_test_set\1920x1080\64x64\7849.jpg,1920,1080,0.9997799916060168
D:\vae_test_set\1920x1080\images\21038.jpg,D:\vae_test_set\1920x1080\64x64\21038.jpg,1920,1080,0.9996977738035733
D:\vae_test_set\1920x1080\images\513.jpg,D:\vae_test_set\1920x1080\64x64\513.jpg,1920,1080,0.99978615982474
D:\vae_test_set\1920x1080\images\7436.jpg,D:\vae_test_set\1920x1080\64x64\7436.jpg,1920,1080,0.9997674653220573
D:\vae_test_set\1920x1080\images\1345.jpg,D:\vae_test_set\1920x1080\64x64\1345.jpg,1920,1080,0.9996164336182931
D:\vae_test_set\1920x1080\images\21153.jpg,D:\vae_test_set\1920x1080\64x64\21153.jpg,1920,1080,0.9997725785708756
D:\vae_test_set\1920x1080\images\6352.jpg,D:\vae_test_set\1920x1080\64x64\6352.jpg,1920,1080,0.999508617163089
D:\vae_test_set\1920x1080\images\21411.jpg,D:\vae_test_set\1920x1080\64x64\21411.jpg,1920,1080,0.9997362101700868
D:\vae_test_set\1920x1080\images\21618.jpg,D:\vae_test_set\1920x1080\64x64\21618.jpg,1920,1080,0.9997772785657718
D:\vae_test_set\1920x1080\images\5889.jpg,D:\vae_test_set\1920x1080\64x64\5889.jpg,1920,1080,0.9996536958874046
D:\vae_test_set\1920x1080\images\23605.jpg,D:\vae_test_set\1920x1080\64x64\23605.jpg,1920,1080,0.9997768242602291
D:\vae_test_set\1920x1080\images\4710.jpg,D:\vae_test_set\1920x1080\64x64\4710.jpg,1920,1080,0.999807740478257
D:\vae_test_set\1920x1080\images\27717.jpg,D:\vae_test_set\1920x1080\64x64\27717.jpg,1920,1080,0.9997765901688893
D:\vae_test_set\1920x1080\images\18557.jpg,D:\vae_test_set\1920x1080\64x64\18557.jpg,1920,1080,0.9998117371534743
D:\vae_test_set\1920x1080\images\502.jpg,D:\vae_test_set\1920x1080\64x64\502.jpg,1920,1080,0.9997607900337834
D:\vae_test_set\1920x1080\images\14932.jpg,D:\vae_test_set\1920x1080\64x64\14932.jpg,1920,1080,0.9997927766581414
D:\vae_test_set\1920x1080\images\16362.jpg,D:\vae_test_set\1920x1080\64x64\16362.jpg,1920,1080,0.9997851039719158
D:\vae_test_set\1920x1080\images\19355.jpg,D:\vae_test_set\1920x1080\64x64\19355.jpg,1920,1080,0.99968121323978
D:\vae_test_set\1920x1080\images\11397.jpg,D:\vae_test_set\1920x1080\64x64\11397.jpg,1920,1080,0.9997894982530007
D:\vae_test_set\1920x1080\images\26122.jpg,D:\vae_test_set\1920x1080\64x64\26122.jpg,1920,1080,0.9997556017910072
D:\vae_test_set\1920x1080\images\24498.jpg,D:\vae_test_set\1920x1080\64x64\24498.jpg,1920,1080,0.9997407988686852
D:\vae_test_set\1920x1080\images\7406.jpg,D:\vae_test_set\1920x1080\64x64\7406.jpg,1920,1080,0.9996045711393547
D:\vae_test_set\1920x1080\images\7983.jpg,D:\vae_test_set\1920x1080\64x64\7983.jpg,1920,1080,0.9994068741541487
D:\vae_test_set\1920x1080\images\28810.jpg,D:\vae_test_set\1920x1080\64x64\28810.jpg,1920,1080,0.9996862813181476
D:\vae_test_set\1920x1080\images\29266.jpg,D:\vae_test_set\1920x1080\64x64\29266.jpg,1920,1080,0.999744741545684
D:\vae_test_set\1920x1080\images\4658.jpg,D:\vae_test_set\1920x1080\64x64\4658.jpg,1920,1080,0.9997887642897525
D:\vae_test_set\1920x1080\images\10769.jpg,D:\vae_test_set\1920x1080\64x64\10769.jpg,1920,1080,0.9997734160760012
D:\vae_test_set\640x360\images\19223.jpg,D:\vae_test_set\640x360\64x64\19223.jpg,640,360,0.9998093318921492
D:\vae_test_set\640x360\images\2428.jpg,D:\vae_test_set\640x360\64x64\2428.jpg,640,360,0.9998347883524361
D:\vae_test_set\640x360\images\9258.jpg,D:\vae_test_set\640x360\64x64\9258.jpg,640,360,0.9998424421558203
D:\vae_test_set\640x360\images\22388.jpg,D:\vae_test_set\640x360\64x64\22388.jpg,640,360,0.9998403003985067
D:\vae_test_set\640x360\images\3899.jpg,D:\vae_test_set\640x360\64x64\3899.jpg,640,360,0.9998519465829732
D:\vae_test_set\640x360\images\11621.jpg,D:\vae_test_set\640x360\64x64\11621.jpg,640,360,0.999831575129601
D:\vae_test_set\640x360\images\29688.jpg,D:\vae_test_set\640x360\64x64\29688.jpg,640,360,0.9998107632479116
D:\vae_test_set\640x360\images\1917.jpg,D:\vae_test_set\640x360\64x64\1917.jpg,640,360,0.9998414993101012
D:\vae_test_set\640x360\images\5755.jpg,D:\vae_test_set\640x360\64x64\5755.jpg,640,360,0.9998673395805743
D:\vae_test_set\640x360\images\7696.jpg,D:\vae_test_set\640x360\64x64\7696.jpg,640,360,0.9998223883705212
D:\vae_test_set\640x360\images\24828.jpg,D:\vae_test_set\640x360\64x64\24828.jpg,640,360,0.9998527689171282
D:\vae_test_set\640x360\images\26661.jpg,D:\vae_test_set\640x360\64x64\26661.jpg,640,360,0.9998467115959238
D:\vae_test_set\640x360\images\1793.jpg,D:\vae_test_set\640x360\64x64\1793.jpg,640,360,0.9998371851896096
D:\vae_test_set\640x360\images\24845.jpg,D:\vae_test_set\640x360\64x64\24845.jpg,640,360,0.9997820589159951
D:\vae_test_set\640x360\images\7496.jpg,D:\vae_test_set\640x360\64x64\7496.jpg,640,360,0.9998269149849801
D:\vae_test_set\640x360\images\29569.jpg,D:\vae_test_set\640x360\64x64\29569.jpg,640,360,0.9998366077900045
D:\vae_test_set\640x360\images\451.jpg,D:\vae_test_set\640x360\64x64\451.jpg,640,360,0.9998684263484255
D:\vae_test_set\640x360\images\28676.jpg,D:\vae_test_set\640x360\64x64\28676.jpg,640,360,0.9998404851058297
D:\vae_test_set\640x360\images\23530.jpg,D:\vae_test_set\640x360\64x64\23530.jpg,640,360,0.9998083119387134
D:\vae_test_set\640x360\images\13642.jpg,D:\vae_test_set\640x360\64x64\13642.jpg,640,360,0.9998324915026764
D:\vae_test_set\640x360\images\6934.jpg,D:\vae_test_set\640x360\64x64\6934.jpg,640,360,0.9998191833792824
D:\vae_test_set\640x360\images\13855.jpg,D:\vae_test_set\640x360\64x64\13855.jpg,640,360,0.9998233899698052
D:\vae_test_set\640x360\images\14859.jpg,D:\vae_test_set\640x360\64x64\14859.jpg,640,360,0.9998341191132553
D:\vae_test_set\640x360\images\10608.jpg,D:\vae_test_set\640x360\64x64\10608.jpg,640,360,0.9998319722490443
D:\vae_test_set\640x360\images\19895.jpg,D:\vae_test_set\640x360\64x64\19895.jpg,640,360,0.9998475085683984
D:\vae_test_set\640x360\images\3539.jpg,D:\vae_test_set\640x360\64x64\3539.jpg,640,360,0.9997948029587933
D:\vae_test_set\640x360\images\12407.jpg,D:\vae_test_set\640x360\64x64\12407.jpg,640,360,0.9998313566083028
D:\vae_test_set\640x360\images\27350.jpg,D:\vae_test_set\640x360\64x64\27350.jpg,640,360,0.9997691756011453
D:\vae_test_set\640x360\images\29411.jpg,D:\vae_test_set\640x360\64x64\29411.jpg,640,360,0.9998216824500379
D:\vae_test_set\640x360\images\27845.jpg,D:\vae_test_set\640x360\64x64\27845.jpg,640,360,0.9997785642324067
D:\vae_test_set\640x360\images\19937.jpg,D:\vae_test_set\640x360\64x64\19937.jpg,640,360,0.9997911936420065
D:\vae_test_set\640x360\images\23459.jpg,D:\vae_test_set\640x360\64x64\23459.jpg,640,360,0.9998309900172232
D:\vae_test_set\640x360\images\28731.jpg,D:\vae_test_set\640x360\64x64\28731.jpg,640,360,0.9998412195886763
D:\vae_test_set\640x360\images\3048.jpg,D:\vae_test_set\640x360\64x64\3048.jpg,640,360,0.9998524076900361
D:\vae_test_set\640x360\images\3809.jpg,D:\vae_test_set\640x360\64x64\3809.jpg,640,360,0.9997971101745291
D:\vae_test_set\640x360\images\10760.jpg,D:\vae_test_set\640x360\64x64\10760.jpg,640,360,0.9998017148739536
D:\vae_test_set\640x360\images\20521.jpg,D:\vae_test_set\640x360\64x64\20521.jpg,640,360,0.9998032744713198
D:\vae_test_set\640x360\images\17190.jpg,D:\vae_test_set\640x360\64x64\17190.jpg,640,360,0.9998236063012171
D:\vae_test_set\640x360\images\15954.jpg,D:\vae_test_set\640x360\64x64\15954.jpg,640,360,0.9998328331306746
D:\vae_test_set\640x360\images\14627.jpg,D:\vae_test_set\640x360\64x64\14627.jpg,640,360,0.999660575865306
D:\vae_test_set\640x360\images\9262.jpg,D:\vae_test_set\640x360\64x64\9262.jpg,640,360,0.9998417679443617
D:\vae_test_set\640x360\images\10936.jpg,D:\vae_test_set\640x360\64x64\10936.jpg,640,360,0.9997680993696092
D:\vae_test_set\640x360\images\23355.jpg,D:\vae_test_set\640x360\64x64\23355.jpg,640,360,0.9998484219602094
D:\vae_test_set\640x360\images\25267.jpg,D:\vae_test_set\640x360\64x64\25267.jpg,640,360,0.999826369609368
D:\vae_test_set\640x360\images\28322.jpg,D:\vae_test_set\640x360\64x64\28322.jpg,640,360,0.9997430636591974
D:\vae_test_set\640x360\images\7571.jpg,D:\vae_test_set\640x360\64x64\7571.jpg,640,360,0.9998495094353481
D:\vae_test_set\640x360\images\2091.jpg,D:\vae_test_set\640x360\64x64\2091.jpg,640,360,0.9998141998077926
D:\vae_test_set\640x360\images\9838.jpg,D:\vae_test_set\640x360\64x64\9838.jpg,640,360,0.99984701336914
D:\vae_test_set\640x360\images\9412.jpg,D:\vae_test_set\640x360\64x64\9412.jpg,640,360,0.9998243733250217
D:\vae_test_set\640x360\images\25494.jpg,D:\vae_test_set\640x360\64x64\25494.jpg,640,360,0.9996013323948667
D:\vae_test_set\640x360\images\10138.jpg,D:\vae_test_set\640x360\64x64\10138.jpg,640,360,0.9998409427826075
D:\vae_test_set\640x360\images\10543.jpg,D:\vae_test_set\640x360\64x64\10543.jpg,640,360,0.9996775005062284
D:\vae_test_set\640x360\images\15221.jpg,D:\vae_test_set\640x360\64x64\15221.jpg,640,360,0.9998574780996755
D:\vae_test_set\640x360\images\24581.jpg,D:\vae_test_set\640x360\64x64\24581.jpg,640,360,0.9997689084188165
D:\vae_test_set\640x360\images\27562.jpg,D:\vae_test_set\640x360\64x64\27562.jpg,640,360,0.9998019917363439
D:\vae_test_set\640x360\images\26870.jpg,D:\vae_test_set\640x360\64x64\26870.jpg,640,360,0.9998557935513379
D:\vae_test_set\640x360\images\1500.jpg,D:\vae_test_set\640x360\64x64\1500.jpg,640,360,0.9998158731345961
D:\vae_test_set\640x360\images\24860.jpg,D:\vae_test_set\640x360\64x64\24860.jpg,640,360,0.9998337340909539
D:\vae_test_set\640x360\images\25941.jpg,D:\vae_test_set\640x360\64x64\25941.jpg,640,360,0.9998453023760019
D:\vae_test_set\640x360\images\25092.jpg,D:\vae_test_set\640x360\64x64\25092.jpg,640,360,0.9997834642331044
D:\vae_test_set\640x360\images\28736.jpg,D:\vae_test_set\640x360\64x64\28736.jpg,640,360,0.9997829914962353
D:\vae_test_set\640x360\images\16883.jpg,D:\vae_test_set\640x360\64x64\16883.jpg,640,360,0.9998617916255867
D:\vae_test_set\640x360\images\730.jpg,D:\vae_test_set\640x360\64x64\730.jpg,640,360,0.9998312059160857
D:\vae_test_set\640x360\images\27133.jpg,D:\vae_test_set\640x360\64x64\27133.jpg,640,360,0.9998595714508914
D:\vae_test_set\640x360\images\2713.jpg,D:\vae_test_set\640x360\64x64\2713.jpg,640,360,0.9998315938466162
D:\vae_test_set\640x360\images\12662.jpg,D:\vae_test_set\640x360\64x64\12662.jpg,640,360,0.9998035834482936
D:\vae_test_set\640x360\images\28402.jpg,D:\vae_test_set\640x360\64x64\28402.jpg,640,360,0.9998263821528891
D:\vae_test_set\640x360\images\28972.jpg,D:\vae_test_set\640x360\64x64\28972.jpg,640,360,0.9998089920120529
D:\vae_test_set\640x360\images\28452.jpg,D:\vae_test_set\640x360\64x64\28452.jpg,640,360,0.9998590325778677
D:\vae_test_set\640x360\images\22304.jpg,D:\vae_test_set\640x360\64x64\22304.jpg,640,360,0.9998171511642319
D:\vae_test_set\640x360\images\24053.jpg,D:\vae_test_set\640x360\64x64\24053.jpg,640,360,0.9998621425101486
D:\vae_test_set\640x360\images\3805.jpg,D:\vae_test_set\640x360\64x64\3805.jpg,640,360,0.9998157446732916
D:\vae_test_set\640x360\images\7502.jpg,D:\vae_test_set\640x360\64x64\7502.jpg,640,360,0.999832818057655
D:\vae_test_set\640x360\images\8093.jpg,D:\vae_test_set\640x360\64x64\8093.jpg,640,360,0.9998188396690568
D:\vae_test_set\640x360\images\22752.jpg,D:\vae_test_set\640x360\64x64\22752.jpg,640,360,0.999835843703632
D:\vae_test_set\640x360\images\5865.jpg,D:\vae_test_set\640x360\64x64\5865.jpg,640,360,0.9998294346203906
D:\vae_test_set\640x360\images\8604.jpg,D:\vae_test_set\640x360\64x64\8604.jpg,640,360,0.9998433606269576
D:\vae_test_set\640x360\images\7190.jpg,D:\vae_test_set\640x360\64x64\7190.jpg,640,360,0.9998178618127691
D:\vae_test_set\640x360\images\21248.jpg,D:\vae_test_set\640x360\64x64\21248.jpg,640,360,0.9998609398421762
D:\vae_test_set\640x360\images\2107.jpg,D:\vae_test_set\640x360\64x64\2107.jpg,640,360,0.9997935624001739
D:\vae_test_set\640x360\images\25390.jpg,D:\vae_test_set\640x360\64x64\25390.jpg,640,360,0.9998539598559316
D:\vae_test_set\640x360\images\11540.jpg,D:\vae_test_set\640x360\64x64\11540.jpg,640,360,0.9998178574813253
D:\vae_test_set\640x360\images\16363.jpg,D:\vae_test_set\640x360\64x64\16363.jpg,640,360,0.9998379001399915
D:\vae_test_set\640x360\images\5359.jpg,D:\vae_test_set\640x360\64x64\5359.jpg,640,360,0.99980687141856
D:\vae_test_set\640x360\images\1840.jpg,D:\vae_test_set\640x360\64x64\1840.jpg,640,360,0.999846965071785
D:\vae_test_set\640x360\images\18597.jpg,D:\vae_test_set\640x360\64x64\18597.jpg,640,360,0.9998425789357861
D:\vae_test_set\640x360\images\29904.jpg,D:\vae_test_set\640x360\64x64\29904.jpg,640,360,0.9998240778340028
D:\vae_test_set\640x360\images\25879.jpg,D:\vae_test_set\640x360\64x64\25879.jpg,640,360,0.9998363873706486
D:\vae_test_set\640x360\images\10246.jpg,D:\vae_test_set\640x360\64x64\10246.jpg,640,360,0.9998215357621806
D:\vae_test_set\640x360\images\27415.jpg,D:\vae_test_set\640x360\64x64\27415.jpg,640,360,0.9997610847192471
D:\vae_test_set\640x360\images\29591.jpg,D:\vae_test_set\640x360\64x64\29591.jpg,640,360,0.9998303929250467
D:\vae_test_set\640x360\images\18968.jpg,D:\vae_test_set\640x360\64x64\18968.jpg,640,360,0.9998360163432582
D:\vae_test_set\640x360\images\23505.jpg,D:\vae_test_set\640x360\64x64\23505.jpg,640,360,0.9998133673270726
D:\vae_test_set\640x360\images\7708.jpg,D:\vae_test_set\640x360\64x64\7708.jpg,640,360,0.9998138817867055
D:\vae_test_set\640x360\images\9570.jpg,D:\vae_test_set\640x360\64x64\9570.jpg,640,360,0.9997290433227718
D:\vae_test_set\640x360\images\20023.jpg,D:\vae_test_set\640x360\64x64\20023.jpg,640,360,0.9998465864808376
D:\vae_test_set\640x360\images\1163.jpg,D:\vae_test_set\640x360\64x64\1163.jpg,640,360,0.9997944001132071
D:\vae_test_set\640x360\images\27516.jpg,D:\vae_test_set\640x360\64x64\27516.jpg,640,360,0.9998337166057848
D:\vae_test_set\640x360\images\368.jpg,D:\vae_test_set\640x360\64x64\368.jpg,640,360,0.9998393944797473
D:\vae_test_set\640x360\images\8085.jpg,D:\vae_test_set\640x360\64x64\8085.jpg,640,360,0.9998242815405302
D:\vae_test_set\640x360\images\12494.jpg,D:\vae_test_set\640x360\64x64\12494.jpg,640,360,0.9997775094902529
D:\vae_test_set\640x360\images\18731.jpg,D:\vae_test_set\640x360\64x64\18731.jpg,640,360,0.9997027677545163
D:\vae_test_set\640x360\images\14780.jpg,D:\vae_test_set\640x360\64x64\14780.jpg,640,360,0.9998066932767106
D:\vae_test_set\640x360\images\12896.jpg,D:\vae_test_set\640x360\64x64\12896.jpg,640,360,0.9996604350256684
D:\vae_test_set\640x360\images\25765.jpg,D:\vae_test_set\640x360\64x64\25765.jpg,640,360,0.9998372684431865
D:\vae_test_set\640x360\images\15644.jpg,D:\vae_test_set\640x360\64x64\15644.jpg,640,360,0.9998411193878254
D:\vae_test_set\640x360\images\20582.jpg,D:\vae_test_set\640x360\64x64\20582.jpg,640,360,0.9998566499129151
D:\vae_test_set\640x360\images\12054.jpg,D:\vae_test_set\640x360\64x64\12054.jpg,640,360,0.999787756885557
D:\vae_test_set\640x360\images\10443.jpg,D:\vae_test_set\640x360\64x64\10443.jpg,640,360,0.9998628931315241
D:\vae_test_set\640x360\images\4034.jpg,D:\vae_test_set\640x360\64x64\4034.jpg,640,360,0.9998225832227846
D:\vae_test_set\640x360\images\19527.jpg,D:\vae_test_set\640x360\64x64\19527.jpg,640,360,0.9998233039901712
D:\vae_test_set\640x360\images\9035.jpg,D:\vae_test_set\640x360\64x64\9035.jpg,640,360,0.9998698434519532
D:\vae_test_set\640x360\images\23293.jpg,D:\vae_test_set\640x360\64x64\23293.jpg,640,360,0.9998665478976729
D:\vae_test_set\640x360\images\6251.jpg,D:\vae_test_set\640x360\64x64\6251.jpg,640,360,0.9998403089706503
D:\vae_test_set\640x360\images\28375.jpg,D:\vae_test_set\640x360\64x64\28375.jpg,640,360,0.9998534682532465
D:\vae_test_set\640x360\images\26763.jpg,D:\vae_test_set\640x360\64x64\26763.jpg,640,360,0.9998449516866579
D:\vae_test_set\640x360\images\23261.jpg,D:\vae_test_set\640x360\64x64\23261.jpg,640,360,0.9998422271399252
D:\vae_test_set\640x360\images\9885.jpg,D:\vae_test_set\640x360\64x64\9885.jpg,640,360,0.9998393406604393
D:\vae_test_set\640x360\images\13342.jpg,D:\vae_test_set\640x360\64x64\13342.jpg,640,360,0.9998630874412324
D:\vae_test_set\640x360\images\15111.jpg,D:\vae_test_set\640x360\64x64\15111.jpg,640,360,0.9997663319366179
D:\vae_test_set\640x360\images\9803.jpg,D:\vae_test_set\640x360\64x64\9803.jpg,640,360,0.9998399346644005
D:\vae_test_set\640x360\images\1255.jpg,D:\vae_test_set\640x360\64x64\1255.jpg,640,360,0.9998400464741408
D:\vae_test_set\640x360\images\23406.jpg,D:\vae_test_set\640x360\64x64\23406.jpg,640,360,0.9998532745368215
D:\vae_test_set\640x360\images\22301.jpg,D:\vae_test_set\640x360\64x64\22301.jpg,640,360,0.9998430292199474
D:\vae_test_set\640x360\images\11468.jpg,D:\vae_test_set\640x360\64x64\11468.jpg,640,360,0.9998459530614926
D:\vae_test_set\640x360\images\18619.jpg,D:\vae_test_set\640x360\64x64\18619.jpg,640,360,0.9998290857185718
D:\vae_test_set\640x360\images\11139.jpg,D:\vae_test_set\640x360\64x64\11139.jpg,640,360,0.999737139848974
D:\vae_test_set\640x360\images\22150.jpg,D:\vae_test_set\640x360\64x64\22150.jpg,640,360,0.9998320111018625
D:\vae_test_set\640x360\images\7053.jpg,D:\vae_test_set\640x360\64x64\7053.jpg,640,360,0.9998305443464691
D:\vae_test_set\640x360\images\973.jpg,D:\vae_test_set\640x360\64x64\973.jpg,640,360,0.9997800440385918
D:\vae_test_set\640x360\images\24695.jpg,D:\vae_test_set\640x360\64x64\24695.jpg,640,360,0.9998176518515869
D:\vae_test_set\640x360\images\17483.jpg,D:\vae_test_set\640x360\64x64\17483.jpg,640,360,0.9998310305937469
D:\vae_test_set\640x360\images\14387.jpg,D:\vae_test_set\640x360\64x64\14387.jpg,640,360,0.9998345349182773
D:\vae_test_set\640x360\images\25005.jpg,D:\vae_test_set\640x360\64x64\25005.jpg,640,360,0.9998681345621621
D:\vae_test_set\640x360\images\16448.jpg,D:\vae_test_set\640x360\64x64\16448.jpg,640,360,0.999859916936478
D:\vae_test_set\640x360\images\26657.jpg,D:\vae_test_set\640x360\64x64\26657.jpg,640,360,0.9998317132539137
D:\vae_test_set\640x360\images\13452.jpg,D:\vae_test_set\640x360\64x64\13452.jpg,640,360,0.9997097642919789
D:\vae_test_set\640x360\images\16097.jpg,D:\vae_test_set\640x360\64x64\16097.jpg,640,360,0.9998223753309927
D:\vae_test_set\640x360\images\4496.jpg,D:\vae_test_set\640x360\64x64\4496.jpg,640,360,0.9998496497138003
D:\vae_test_set\640x360\images\24016.jpg,D:\vae_test_set\640x360\64x64\24016.jpg,640,360,0.999848470635309
D:\vae_test_set\640x360\images\3586.jpg,D:\vae_test_set\640x360\64x64\3586.jpg,640,360,0.9998524140452001
D:\vae_test_set\640x360\images\18730.jpg,D:\vae_test_set\640x360\64x64\18730.jpg,640,360,0.9998599119133732
D:\vae_test_set\640x360\images\10375.jpg,D:\vae_test_set\640x360\64x64\10375.jpg,640,360,0.9998282857880284
D:\vae_test_set\640x360\images\20885.jpg,D:\vae_test_set\640x360\64x64\20885.jpg,640,360,0.9998118080728217
D:\vae_test_set\640x360\images\1951.jpg,D:\vae_test_set\640x360\64x64\1951.jpg,640,360,0.9998437348290172
D:\vae_test_set\640x360\images\6681.jpg,D:\vae_test_set\640x360\64x64\6681.jpg,640,360,0.9998399241960529
D:\vae_test_set\640x360\images\12841.jpg,D:\vae_test_set\640x360\64x64\12841.jpg,640,360,0.9998333963619295
D:\vae_test_set\640x360\images\29560.jpg,D:\vae_test_set\640x360\64x64\29560.jpg,640,360,0.9997558193973498
D:\vae_test_set\640x360\images\23358.jpg,D:\vae_test_set\640x360\64x64\23358.jpg,640,360,0.9998044749554026
D:\vae_test_set\640x360\images\20427.jpg,D:\vae_test_set\640x360\64x64\20427.jpg,640,360,0.9998296853977104
D:\vae_test_set\640x360\images\8264.jpg,D:\vae_test_set\640x360\64x64\8264.jpg,640,360,0.9998541580860305
D:\vae_test_set\640x360\images\4276.jpg,D:\vae_test_set\640x360\64x64\4276.jpg,640,360,0.9998252584676393
D:\vae_test_set\640x360\images\24804.jpg,D:\vae_test_set\640x360\64x64\24804.jpg,640,360,0.9995709069878427
D:\vae_test_set\640x360\images\605.jpg,D:\vae_test_set\640x360\64x64\605.jpg,640,360,0.9998361283227348
D:\vae_test_set\640x360\images\4466.jpg,D:\vae_test_set\640x360\64x64\4466.jpg,640,360,0.9997980439582568
D:\vae_test_set\640x360\images\2946.jpg,D:\vae_test_set\640x360\64x64\2946.jpg,640,360,0.999849229456399
D:\vae_test_set\640x360\images\17415.jpg,D:\vae_test_set\640x360\64x64\17415.jpg,640,360,0.9998420015614632
D:\vae_test_set\640x360\images\2739.jpg,D:\vae_test_set\640x360\64x64\2739.jpg,640,360,0.9997832936982524
D:\vae_test_set\640x360\images\2379.jpg,D:\vae_test_set\640x360\64x64\2379.jpg,640,360,0.9998111773970694
D:\vae_test_set\640x360\images\13158.jpg,D:\vae_test_set\640x360\64x64\13158.jpg,640,360,0.9997519842495
D:\vae_test_set\640x360\images\23510.jpg,D:\vae_test_set\640x360\64x64\23510.jpg,640,360,0.9997156762362247
D:\vae_test_set\640x360\images\644.jpg,D:\vae_test_set\640x360\64x64\644.jpg,640,360,0.999834995022558
D:\vae_test_set\640x360\images\27940.jpg,D:\vae_test_set\640x360\64x64\27940.jpg,640,360,0.9997987522187611
D:\vae_test_set\640x360\images\25776.jpg,D:\vae_test_set\640x360\64x64\25776.jpg,640,360,0.9997350636835758
D:\vae_test_set\640x360\images\6138.jpg,D:\vae_test_set\640x360\64x64\6138.jpg,640,360,0.9998322840545791
D:\vae_test_set\640x360\images\26709.jpg,D:\vae_test_set\640x360\64x64\26709.jpg,640,360,0.9998019067082271
D:\vae_test_set\640x360\images\13352.jpg,D:\vae_test_set\640x360\64x64\13352.jpg,640,360,0.9998434065684622
D:\vae_test_set\640x360\images\17132.jpg,D:\vae_test_set\640x360\64x64\17132.jpg,640,360,0.9998576581700602
D:\vae_test_set\640x360\images\17912.jpg,D:\vae_test_set\640x360\64x64\17912.jpg,640,360,0.9998155374038171
D:\vae_test_set\640x360\images\16411.jpg,D:\vae_test_set\640x360\64x64\16411.jpg,640,360,0.9997822900116818
D:\vae_test_set\640x360\images\8293.jpg,D:\vae_test_set\640x360\64x64\8293.jpg,640,360,0.9997071665993967
D:\vae_test_set\640x360\images\483.jpg,D:\vae_test_set\640x360\64x64\483.jpg,640,360,0.9998377781839033
D:\vae_test_set\640x360\images\17576.jpg,D:\vae_test_set\640x360\64x64\17576.jpg,640,360,0.9997776906273023
D:\vae_test_set\640x360\images\27850.jpg,D:\vae_test_set\640x360\64x64\27850.jpg,640,360,0.9997645358501621
D:\vae_test_set\640x360\images\25540.jpg,D:\vae_test_set\640x360\64x64\25540.jpg,640,360,0.9998644779716502
D:\vae_test_set\640x360\images\11852.jpg,D:\vae_test_set\640x360\64x64\11852.jpg,640,360,0.9997992911040388
D:\vae_test_set\640x360\images\28351.jpg,D:\vae_test_set\640x360\64x64\28351.jpg,640,360,0.9997812142827252
D:\vae_test_set\640x360\images\18588.jpg,D:\vae_test_set\640x360\64x64\18588.jpg,640,360,0.9998084869379759
D:\vae_test_set\640x360\images\4874.jpg,D:\vae_test_set\640x360\64x64\4874.jpg,640,360,0.9998191875253806
D:\vae_test_set\640x360\images\29446.jpg,D:\vae_test_set\640x360\64x64\29446.jpg,640,360,0.9998195355800787
D:\vae_test_set\640x360\images\26572.jpg,D:\vae_test_set\640x360\64x64\26572.jpg,640,360,0.9998356177712971
D:\vae_test_set\640x360\images\18443.jpg,D:\vae_test_set\640x360\64x64\18443.jpg,640,360,0.9998502536401074
D:\vae_test_set\640x360\images\17218.jpg,D:\vae_test_set\640x360\64x64\17218.jpg,640,360,0.9998323392857775
D:\vae_test_set\640x360\images\12167.jpg,D:\vae_test_set\640x360\64x64\12167.jpg,640,360,0.9997638959629824
D:\vae_test_set\640x360\images\26335.jpg,D:\vae_test_set\640x360\64x64\26335.jpg,640,360,0.9997066755154851
D:\vae_test_set\640x360\images\6372.jpg,D:\vae_test_set\640x360\64x64\6372.jpg,640,360,0.9998274906311069
D:\vae_test_set\640x360\images\18611.jpg,D:\vae_test_set\640x360\64x64\18611.jpg,640,360,0.9998409730158024
D:\vae_test_set\640x360\images\10043.jpg,D:\vae_test_set\640x360\64x64\10043.jpg,640,360,0.9997411399011411
D:\vae_test_set\640x360\images\27250.jpg,D:\vae_test_set\640x360\64x64\27250.jpg,640,360,0.9997790224599193
D:\vae_test_set\640x360\images\2382.jpg,D:\vae_test_set\640x360\64x64\2382.jpg,640,360,0.9998539138050909
D:\vae_test_set\640x360\images\1720.jpg,D:\vae_test_set\640x360\64x64\1720.jpg,640,360,0.9998094495234663
D:\vae_test_set\640x360\images\28221.jpg,D:\vae_test_set\640x360\64x64\28221.jpg,640,360,0.9997856026970923
D:\vae_test_set\640x360\images\15291.jpg,D:\vae_test_set\640x360\64x64\15291.jpg,640,360,0.999874138576876
D:\vae_test_set\640x360\images\10673.jpg,D:\vae_test_set\640x360\64x64\10673.jpg,640,360,0.999819748912655
